id	tweet	full_name	name	place_type	country	country_code
197	1053107066343247872	Campinas, Brasil	Campinas	city	Brazil	BR
198	1053107185113317378	Perdões, Brasil	Perdões	city	Brasil	BR
199	1053107513070108672	Brusque, Brasil	Brusque	city	Brasil	BR
200	1053107529545330690	Campinas, Brasil	Campinas	city	Brazil	BR
201	1053107580724281345	Manaus, Brasil	Manaus	city	Brasil	BR
202	1053107681714683904	Florianópolis, Brasil	Florianópolis	city	Brasil	BR
203	1053107906017681410	Betim, Brasil	Betim	city	Brasil	BR
204	1053108081142444032	Niterói, Brasil	Niterói	city	Brasil	BR
205	1053108196670349312	Feira de Santana, Brasil	Feira de Santana	city	Brazil	BR
206	1053108387641245696	Rio de Janeiro, Brasil	Rio de Janeiro	city	Brasil	BR
207	1053108418188402689	São Bernardo do Campo, Brasil	São Bernardo do Campo	city	Brasil	BR
208	1053108701979127808	Manaus, Brasil	Manaus	city	Brasil	BR
209	1053108865485676544	Goiânia, Brazil	Goiânia	city	Brazil	BR
210	1053108909878272000	Brasília, Brasil	Brasília	city	Brasil	BR
211	1053108917096603648	Brasília, Brazil	Brasília	city	Brazil	BR
212	1053109106314276864	Belo Horizonte, Brasil	Belo Horizonte	city	Brasil	BR
213	1053109196701474816	Rio de Janeiro, Brasil	Rio de Janeiro	city	Brasil	BR
214	1053109307934470144	Fortaleza, Brasil	Fortaleza	city	Brasil	BR
215	1053109309524111361	Florianópolis, Brasil	Florianópolis	city	Brasil	BR
216	1053109461483708416	Rio de Janeiro, Brazil	Rio de Janeiro	city	Brazil	BR
217	1053109529293062144	Diadema, Brasil	Diadema	city	Brasil	BR
218	1053110214990405633	Portão, Brasil	Portão	city	Brasil	BR
219	1053110441457655808	Cuiabá, Brasil	Cuiabá	city	Brasil	BR
220	1053110781426982912	Manaus, Brasil	Manaus	city	Brasil	BR
221	1053110794152488966	McKinney, TX	McKinney	city	United States	US
222	1053111207421460480	Fortaleza, Brasil	Fortaleza	city	Brasil	BR
223	1053111335867871232	Brasília, Brasil	Brasília	city	Brasil	BR
224	1053111579598823426	Rio de Janeiro, Brasil	Rio de Janeiro	city	Brasil	BR
225	1053111667616370689	Americana, Brasil	Americana	city	Brasil	BR
226	1053111732632203264	Rio de Janeiro, Brasil	Rio de Janeiro	city	Brasil	BR
227	1053112455184957440	Caiana, Brasil	Caiana	city	Brasil	BR
228	1053112466148913157	Rio de Janeiro, Brasil	Rio de Janeiro	city	Brasil	BR
229	1053112775675994115	Cotia, Brasil	Cotia	city	Brasil	BR
230	1053113063858155520	Rio de Janeiro, Brasil	Rio de Janeiro	city	Brasil	BR
231	1053113876659748864	Curitiba, Brasil	Curitiba	city	Brasil	BR
