id	text	tweet
1388	G1	1053087220880551936
1389	G1SC	1053087220880551936
1390	G1	1053087235845824514
1391	Eleições2018	1053087238819667968
1392	G1	1053087243689230336
1393	G1Rio	1053087243689230336
1394	Eleições2018	1053087268301348864
1395	Marketeirodojair	1053087277499457536
1396	Eleições2018	1053087279009447936
1397	euvimdegraça	1053087291038666752
1398	Euvimdegraça	1053087291038666752
1399	MarqueteirosDoJair	1053087291038666752
1400	SouCaixa2DoBolsonaro	1053087291038666752
1401	B17	1053087291038666752
1402	Bolsonaro17	1053087291038666752
1403	PTNÃO	1053087291038666752
1404	Folha	1053087301243465730
1405	Datafolha	1053087301243465730
1406	Eleições2018	1053087301243465730
1407	G1	1053087332461617152
1408	Eleições2018	1053087332461617152
1409	EuVimDeGraça	1053087334575587329
1410	EuToBancando	1053087334575587329
1411	EuSouRoBô	1053087334575587329
1412	EuSouEmpresarioDoBolsonaro	1053087334575587329
1413	EuFaçoCampanhaDeGraça	1053087334575587329
1414	Brumar	1053087342523809794
1415	Marketeirodojair	1053087360311812097
1416	G1	1053087364841697280
1417	G1SC	1053087364841697280
1418	G1	1053087388602429441
1419	Eleições2018	1053087390309539840
1420	Marketeirodojair	1053087412732223488
1421	G1	1053087471607660544
1422	Marketeirodojair	1053087476137553920
1423	G1	1053087487449534464
1424	MarketeirosDoJair	1053087488338726912
1425	postedepresidiario	1053087488338726912
1426	MarmitaDeCorruptoPreso	1053087488338726912
1427	Caixa2doBolsonaro	1053087510677671937
1428	Caixa2doBolsonaro	1053087512925818880
1429	BolsonaroCagao	1053087512925818880
1430	Caixa2doBolsonaro	1053087521423478784
1431	G1	1053087528838926336
1432	G1SC	1053087528838926336
1433	Marketeirodojair	1053087543682580480
1434	MarketeirosDoJair	1053087545972662272
1435	caixa2doBolsolnaro	1053087553098784769
1436	Caixa2doBolsonaro	1053087580831580160
1437	BolsonaroCovarde	1053087580831580160
1438	B171	1053087591065640961
1439	Caixa2doBolsonaro	1053087591065640961
1440	ImpugnaTSE	1053087591065640961
1441	TchauFeio	1053087591065640961
1442	TchauCoiso	1053087591065640961
1443	CadêAProva	1053087608094552064
1444	CadeAProva	1053087608094552064
1445	Caixa2doBolsonaro	1053087594857168898
1446	Caixa2doBolsonaro	1053087628239736832
1447	markeiteirosdojair	1053087636926197760
1448	SouMarqueteiroDoBolsonaro17	1053087636926197760
1449	EuSouMarketeiroDoJair	1053087636926197760
1450	Eleições2018	1053087646556270592
1451	poste	1053087666944786432
1452	PTNuncaMais	1053087666944786432
1453	OLulaTaPresoBabaca	1053087666944786432
1454	JairMessiasBolsonaro17	1053087666944786432
1455	caixa2doBolsolnaro	1053087671793393664
1456	euvimdegraça	1053087679838068737
1457	Euvimdegraça	1053087679838068737
1458	MarqueteirosDoJair	1053087679838068737
1459	G1	1053087742853349377
1460	Eleições2018	1053087746678554624
1461	G1	1053087786625048576
1462	G1SC	1053087786625048576
1463	MarketeirosDoJair	1053087800155881472
1464	FolhaPutinhaDoPT	1053087830505934849
1465	Caixa2deBolsonaro	1053087838026326016
1466	Marketeirodojair	1053087845114699776
1467	MarketeirosDoJair	1053087890929041408
1468	Eleições2018	1053087907190398977
1469	MarkeiteirosDoJair	1053087908981280770
1470	euvimdegraça	1053087915864141824
1471	Euvimdegraça	1053087915864141824
1472	MarqueteirosDoJair	1053087915864141824
1473	SouCaixa2DoBolsonaro	1053087915864141824
1474	B17	1053087915864141824
1475	Bolsonaro17	1053087915864141824
1476	PTNÃO	1053087915864141824
1477	FolhaPutinhaDoPT	1053087920893186048
1478	BolsonaroNaoVaAoDebate	1053087921916534784
1479	Brumar	1053087945182375936
1480	MarkeiteirosDoJair	1053087951956176896
1481	G1	1053087953998790656
1482	G1SC	1053087953998790656
1483	G1	1053087956720857088
1484	Folha	1053087959002554368
1485	Datafolha	1053087959002554368
1486	Eleições2018	1053087959002554368
1487	Brumar	1053087961460432896
1488	FolhaPutinhaDoPT	1053087990921211904
1489	Folha	1053088042704084992
1490	Datafolha	1053088042704084992
1491	Eleições2018	1053088042704084992
1492	MarqueteirosDoJair	1053088048135749632
1493	Marketeirodojair	1053088052619476992
1494	FoiceDeSaoPaulo	1053088073624510464
1495	MarketeiroDoJair	1053088073624510464
1496	EuVotoBolsonaro17	1053088073624510464
1497	MarketeirosDoJair	1053088091576193025
1498	FolhaPutinhaDoPT	1053088098769362944
1499	G1	1053088099381796865
1500	G1SC	1053088099381796865
1501	G1	1053088115676663809
1502	Eleições2018	1053088115676663809
1503	FolhaPutinhaDoPT	1053088125508116481
1504	MarkeiteirosDoJair	1053088132218978305
1505	caixa2bolsonaro	1053088171813228547
1506	Caixa2doBolsonaro	1053088171813228547
1507	Bolsonaro	1053088171813228547
1508	BolsonaroNunca	1053088171813228547
1509	LavaZap	1053088171813228547
1510	Bolsogate	1053088171813228547
1511	impugnaTSE	1053088171813228547
1512	foraBolsonaro	1053088171813228547
1513	MarketeirosDoJair	1053088172383617024
1514	CadeAProva	1053088172383617024
1515	Brumar	1053088180667383809
1516	G1	1053088186661044225
1517	Eleições2018	1053088186661044225
1518	Marketeirodojair	1053088190750433280
1519	G1	1053088211503857664
1520	G1SC	1053088211503857664
1521	G1	1053088225890312193
1522	Eleições2018	1053088225890312193
1523	Caixa2doBolsonaro	1053088226271989761
1524	Marketeirodojair	1053088245175726081
1525	MarketeirosDoJair	1053088252893245441
1526	Caixa2doBolsonaro	1053088260187217922
1527	Brumar	1053088275915792384
1528	G1	1053088305829552128
1529	Caixa2doBolsonaro	1053088308266524678
1530	Bolsalao	1053088308266524678
1531	bolsogate	1053088308266524678
1532	caixa2doBolsolnaro	1053088354223472640
1533	HaddadPresidente2018	1053088354223472640
1534	ol7latapresobabaca	1053088361148284928
1535	G1	1053088361773187078
1536	Eleições2018	1053088362708459520
1537	Caixa2doBolsonaro	1053088367678763013
1538	MarketeirosDoJair	1053088395801608192
1539	Marketeirodojair	1053088414751485952
1540	JB171	1053088421940477952
1541	Eleitoressempartido18	1053088448008077312
1542	Eleições2018	1053088460209340417
1543	oululatapresobabaca	1053088481168252928
1544	MarketeirosDoJair	1053088495219236864
1545	MarqueteirosDoJair	1053088495219236864
1546	FolhaPutinhaDoPT	1053088495219236864
1547	PTNuncaMais	1053088495219236864
1548	somostodosmarketeirosdojair	1053088493134643200
1549	BrasilComBolsonaro17	1053088493134643200
1550	MarkeiteirosDoJair	1053088511597989889
1551	MarqueteirosDoJair	1053088514001305600
1552	FolhaPutinhaDoPT	1053088514001305600
1553	OLulaTaPresoBabaca	1053088514001305600
1554	Eleições2018	1053088522691923969
1555	Marketeirodojair	1053088529885118465
1556	MarketeirosDoJair	1053088531160203270
1557	MarketeiroDoJair	1053088545144037376
1558	arregao	1053088547673174016
1559	G1	1053088637003415552
1560	G1SC	1053088637003415552
1561	MarkeiteirosDoJair	1053088638051991552
1562	aceitaquedoimenos	1053088639926718464
1563	LulaEstaPresoBabaca	1053088639926718464
1564	caixa2dobolsonaro	1053088642137292801
1565	Haddadsim	1053088642137292801
1566	Democraciasim	1053088642137292801
1567	Bolsolao	1053088642137292801
1568	LulaEstaPresoBabaca	1053088663574376449
1569	markeiteirosdojair	1053088663574376449
1570	Caixa2doBolsonaro	1053088666531385344
1571	souempresariadeBolsonaro	1053088665692463104
1572	lucianohangjuntos	1053088665692463104
1573	Eleições2018	1053088689021222916
1574	Eleições2018	1053088724735741953
1575	MarketeirosDoBolsonaro	1053088739667427328
1576	FolhaPutinhaDoPT	1053088745136836608
1577	G1	1053088750757126144
1578	Eleições2018	1053088750757126144
1579	SeloIssoNãoéFake	1053088752325804032
1580	Eleições2018	1053088762564096005
1581	caixa2doBolsonaro	1053088765655347200
1582	somostodosmarketeirosdojair	1053088774706597888
1583	BrasilComBolsonaro17	1053088774706597888
1584	Caixa2doBolsonaro	1053088778129170432
1585	Bolsolao	1053088778129170432
1586	DesesperoPetista	1053088790124945408
1587	cadeaprova	1053088810874167297
1588	Caixa2doBolsonaro	1053088811058688001
1589	Bolsolao	1053088811058688001
1590	FolhaPutinhaDoPT	1053088820084830209
1591	G1	1053088829060595718
1592	Caixa2doBolsonaro	1053088846005575680
1593	Bolsolao	1053088846005575680
1594	euvimdegraça	1053088847398125570
1595	trabalhodegraçacomprazer	1053088847398125570
1596	B17	1053088847398125570
1597	EleSim	1053088847398125570
1598	BolsonaroPresidente	1053088847398125570
1599	Caixa2doBolsonaro	1053088869934075906
1600	G1	1053088879526461440
1601	Eleições2018	1053088879526461440
1602	Caixa2doBolsonaro	1053088891408994304
1603	Bolsolão	1053088891408994304
1604	Caixa2doBolsonaro	1053088903467540481
1605	G1	1053088964645736449
1606	Eleições2018	1053088964645736449
1607	G1	1053088972547727363
1608	G1	1053088981456433154
1609	G1Rio	1053088981456433154
1610	MarketeirosDoJair	1053089003363295232
1611	MarketeirosDoJair	1053089003363295232
1612	Caixa2doBolsonaro	1053089016139124737
1613	CadeAProva	1053089054798106625
1614	euvimdegraça	1053089057746620416
1615	MarketeirosDoJair	1053089077174697984
1616	ELENÃO	1053089082887360513
1617	PTNÃO	1053089091397582850
1618	Brumar	1053089101509996544
1619	Caixa2doBolsonaro	1053089104634826753
1620	FolhaCapachoDoPT	1053089112461320192
1621	Caixa2doBolsonaro	1053089143725662211
1622	Bolsolao	1053089143725662211
1623	Eleições2018	1053089154718973952
1624	Caixa2doBolsonaro	1053089162017038337
1625	Brumar	1053089169600376834
1626	Eleições2018	1053089175505956865
1627	Caixa2doBolsonaro	1053089187921096706
1628	G1	1053089221370617856
1629	EuFacoCampanhaDeGraca	1053089225158152193
1630	Caixa2DoBolsonaro	1053089244825243649
1631	G1	1053089250902728704
1632	Eleições2018	1053089318372364294
1633	Haddad13	1053089335153692672
1634	MarqueiteirosDoJair	1053089371619028993
1635	euvimdegraça17	1053089371619028993
1636	Brumar	1053089373716180997
1637	MarketeirosDoJair	1053089374789947394
1638	MarketeirosDoJair	1053089374789947394
1639	MarketeirosDoJair	1053089374789947394
1640	MarketeirosDoJair	1053089374789947394
1641	Eleições2018	1053089392351416320
1642	G1	1053089392351416320
1643	marketeirosdojair	1053089395497189386
1644	Eleições2018	1053089396990398464
1645	G1	1053089420159713280
1646	G1SC	1053089420159713280
1647	MarketeirosDoJair	1053089442754412545
1648	PTNão	1053089442754412545
1649	FolhaputinhadoPT	1053089442754412545
1650	CensuraPetista	1053089442754412545
1651	MarketeirosDoJair	1053089451440832512
1652	SouCaixa2DoBolsonaro	1053089451440832512
1653	G1	1053089455047872512
1654	G1	1053089488530890760
1655	G1Rio	1053089488530890760
1656	MarketeirosDoJair	1053089528930594816
1657	G1	1053089554138304512
1658	G1	1053089558424735744
1659	Eleições2018	1053089558424735744
1660	Caixa2doBolsonaro	1053089577500659712
1661	Caixa2doBolsonaro	1053089577500659712
1662	Caixa2doBolsonaro	1053089577500659712
1663	Brumar	1053089591027294208
1664	Eleições2018	1053089631795863554
1665	G1	1053089649349087232
1666	G1Rio	1053089649349087232
1667	FolhaÉPetista	1053089682362458112
1668	MarqueiteirosDoJair	1053089682362458112
1669	B17	1053089695624822789
1670	CAIXA2DOBOLSONARO	1053089699257110528
1671	MarketeirosDoJair	1053089704034402305
1672	MarketeirosDoJair	1053089717103796225
1673	MarqueteirosDoJair	1053089717103796225
1674	MarketeirosDoJair	1053089717103796225
1675	G1	1053089769771753473
1676	Eleições2018	1053089769771753473
1677	Brumar	1053089770275045376
1678	G1	1053089808086695936
1679	Eleições2018	1053089808086695936
1680	euvimdegraça	1053089814243930112
1681	BOLSONARO17	1053089815049187328
1682	MarketeirosDoJair	1053089826189254656
1683	MarketeirosDoJair	1053089826189254656
1684	MarketeirosDoJair	1053089826189254656
1685	lulatapreso	1053089849035636737
1686	bolsoMITO	1053089849035636737
1687	Bolsonaro17	1053089849035636737
1688	EleSim17	1053089849035636737
1689	cbn	1053089864248446976
1690	FolhaFakeNews	1053089865087238145
1691	FolhaPutinhadoPT	1053089865087238145
1692	Caixa2doBolsonaro	1053089877930205184
1693	Brumar	1053089880883060737
1694	Caixa2doBolsonaro	1053089882917224448
1695	G1	1053089885370966016
1696	G1SC	1053089885370966016
1697	Caixa2doBolsonaro	1053089899707031554
1698	bolsolao	1053089903951650822
1699	Caixa2doBolsonaro	1053089903951650822
1700	Caixa2doBolsonaro	1053089929797029889
1701	ImpugnacaoJa	1053089947354316800
1702	Impugnachapaja	1053089947354316800
1703	Bolsolao	1053089947354316800
1704	bolsogate	1053089947354316800
1705	ImpugnaTSE	1053089947354316800
1706	G1	1053089971194732544
1707	Eleições2018	1053089971194732544
1708	G1	1053089972075618304
1709	G1Ceará	1053089972075618304
1710	Eleições2018	1053089994980638720
1711	EuSouOCaixa2	1053090028459646977
1712	MarketeirosDoJair	1053090067177267200
1713	FolhaPutaDoPT	1053090095153201152
1714	PTNuncaMais	1053090095153201152
1715	euvimdegraca	1053090095153201152
1716	MarketeirosDoJair	1053090102044434432
1717	CensuraPetista	1053090102044434432
1718	FolhaPutinhaDoPT	1053090102044434432
1719	CadeAProva	1053090102044434432
1720	ManuelaEvangélio	1053090131484332035
1721	marqueteiros	1053090131819876352
1722	BRUMAR	1053090139466014721
1723	somostodosmarketeirosdojair	1053090145912676355
1724	BrasilComBolsonaro17	1053090145912676355
1725	Caixa2DoBolsonaro	1053090184315764736
1726	Caixa2doBolsonaro	1053090187625070592
1727	Caixa2doBolsonaro	1053090196441448448
1728	MarketeirosDoJair	1053090202204409856
1729	Caixa2doBolsonaro	1053090206180671489
1730	arregao	1053090206180671489
1731	VemproDebate	1053090206180671489
1732	BolsonaroCagao	1053090206180671489
1733	Bolsonaro17	1053090236207644672
1734	PTnão	1053090236207644672
1735	Marqueteirosdobolsonaro	1053090239449841665
1736	G1	1053090242268405760
1737	Eleições2018	1053090242268405760
1738	Marqueteirosdobolsonaro	1053090248991883265
1739	MarketeirosDoJair	1053090258605297664
1740	MarqueteirosDoJair	1053090258605297664
1741	MensalinhoDoTwitter	1053090266633121793
1742	MarkeiteirosDoJair	1053090295850647553
1743	MarketeirosDoJair	1053090301508837376
1744	MarketeirosDoJair	1053090318046900225
1745	Bolsonaro17	1053090355510415360
1746	BolsonaroPresidente	1053090388850950144
1747	B17	1053090388850950144
1748	Mito17	1053090388850950144
1749	GloboLixo	1053090388850950144
1750	B171	1053090397780611072
1751	Caixa2doBolsonaro	1053090397780611072
1752	ImpugnaTSE	1053090397780611072
1753	TchauFeio	1053090397780611072
1754	TchauCoiso	1053090397780611072
1755	TchauBozo	1053090397780611072
1756	CaixaDoisDoBolsonaro	1053090397780611072
1757	Bolsolão	1053090397780611072
1758	17neles	1053090399814909952
1759	MarketeirosDoJair	1053090419398111233
1760	MarketeirosDoJair	1053090419398111233
1761	MarketeirosDoJair	1053090419398111233
1762	FAKE	1053090446086455296
1763	G1	1053090452658970626
1764	G1Rio	1053090452658970626
1765	BrasilComBolsonaro17	1053090453699084288
1766	B17	1053090464952401922
1767	MarketeirosDoJair	1053090478130950144
1768	MarketeirosDoJair	1053090478130950144
1769	G1	1053090482174210050
1770	MarqueteirosDoJair	1053090486976692224
1771	TeamBolsonaro	1053090488109162497
1772	MarketeirosDoJair	1053090488109162497
1773	Caixa2doBolsonaro	1053090493318475778
1774	Bolsonarofascista	1053090493318475778
1775	G1	1053090495981895680
1776	G1	1053090500285218816
1777	Eleições2018	1053090500285218816
1778	MarketeirosDoJair	1053090506530586624
1779	Trapaceiro	1053090521848143872
1780	G1	1053090524096290817
1781	MarketeirosDoJair	1053090541179670528
1782	MarketeirosDoJair	1053090541179670528
1783	G1	1053090550512054274
1784	Eleições2018	1053090550512054274
1785	G1	1053090555012542470
1786	G1	1053090556216258560
1787	Caixa2doBolsonaro	1053090562025381889
1788	bolsolão	1053090562025381889
1789	PutinhaDoPT	1053090563195584512
1790	Bolsonaro17	1053090563195584512
1791	MarketeirosDoJair	1053090563195584512
1792	G1	1053090570485284864
1793	G1	1053090605885284352
1794	G1Ceará	1053090605885284352
1795	EuVimDeGraça	1053090634607796227
1796	LucianoHang	1053090638093258752
1797	Caixa2doBolsonaro	1053090655591952386
1798	TSEqueremosprovidencias	1053090655591952386
1799	MarketeirosDoJair	1053090657827467265
1800	postedepresidiario	1053090657827467265
1801	MarmitaDeCorruptoPreso	1053090657827467265
1802	MarketeirosDoJair	1053090714391928834
1803	Eleições2018	1053090723774558208
1804	MarketeirosDoJair	1053090783031631872
1805	Bolsonaro17	1053090797917106177
1806	Caixa2doBolsonaro	1053090799192338432
1807	Caixa2DoBolsonaro	1053090799158747136
1808	EleNão	1053090805185961984
1809	MarketeirosDoJair	1053090813838848002
1810	MarketeirosdoJair	1053090882675769345
1811	euvimdegraca	1053090882675769345
1812	PTNuncaMais	1053090882675769345
1813	MilhoesComBolsonaro	1053090882675769345
1814	Bolsolao	1053090887612411904
1815	Eleições2018	1053090889520869376
1816	B17	1053090909791887370
1817	Caixa2DoBolsonaro	1053090961994272775
1818	MarketeirosDoJair	1053090976523268096
1819	G1	1053090988691021824
1820	G1Ceará	1053090988691021824
1821	Folha	1053090990448357376
1822	Datafolha	1053090990448357376
1823	Eleições2018	1053090990448357376
1824	Caixa2doBolsonaro	1053091002523807744
1825	Bolsolao	1053091002523807744
1826	MarketeirosDoJair	1053091002473504770
1827	G1	1053091040155045889
1828	G1Ceará	1053091040155045889
1829	MarketeirosDoJair	1053091042554249216
1830	elenao	1053091047365115904
1831	MarketeirosDoJair	1053091060153532417
1832	euvimdegraça	1053091082244968448
1833	euvimdegraça	1053091082244968448
1834	euvimdegraça	1053091082244968448
1835	euvimdegraça	1053091082244968448
1836	euvimdegraça	1053091082244968448
1837	euvimdegraça	1053091082244968448
1838	Bolsonaro17	1053091105267421185
1839	euvimdegraca	1053091105267421185
1840	BolsonaroPresidente	1053091105267421185
1841	B17	1053091105267421185
1842	FechadoComBolsonaro	1053091105267421185
1843	JairBolsonaro	1053091105267421185
1844	EleSim17	1053091105267421185
1845	Eleições2018	1053091151480262656
1846	G1	1053091160254644225
1847	FolhaPutinhaDoPT	1053091181532454912
1848	G1	1053091186070700033
1849	Folha	1053091195621138432
1850	Datafolha	1053091195621138432
1851	Eleições2018	1053091195621138432
1852	B17	1053091269310902273
1853	Caixa2DoBolsonaro	1053091306627629056
1854	Caixa2doBolsonaro	1053091328140197888
1855	eusouocaixa2	1053091336113569795
1856	MarketeiroDoJair	1053091372687867904
1857	G1	1053091376773107712
1858	G1	1053091408905752577
1859	Eleições2018	1053091408905752577
1860	MarketeirosDoJair	1053091428686028801
1861	G1	1053091449246486528
1862	B17	1053091486777126913
1863	LulaTapresoSeuBabaca	1053091507442475008
1864	MarketeirosDoJair	1053091507442475008
1865	Euvimdegraça	1053091519211728896
1866	MarketeirosDoJair	1053091519211728896
1867	Caixa2DoBolsonaro	1053091521975717895
1868	com	1053091521975717895
1869	Caixa2doBolsonaro	1053091526631452672
1870	G1	1053091566133362688
1871	Caixa2doBolsonaro	1053091606897836033
1872	ImpugnaTSE	1053091606897836033
1873	G1	1053091620298604544
1874	G1SC	1053091620298604544
1875	Folha	1053091638137053184
1876	Datafolha	1053091638137053184
1877	Eleições2018	1053091638137053184
1878	Eleições2018	1053091704327323648
1879	Folha	1053091748015161344
1880	Datafolha	1053091748015161344
1881	Eleições2018	1053091748015161344
1882	eusouocaixa2	1053091758547103745
1883	OLulatapresobabaca	1053091774187651073
1884	Eleições2018	1053091775328464896
1885	eusouocaixa2	1053091786925764608
1886	marqueteirosdoJair	1053091797080125441
1887	Bolsonaro17	1053091808841007104
1888	PTNuncaMais	1053091808841007104
1889	CAIXA2DOBOLSONARO	1053091823516815361
1890	CAIXA2DOBOLSONARO	1053091829321740288
1891	eusouocaixa2	1053091839971090434
1892	MarketeirosDoJair	1053091844417118208
1893	EuVimDeGraça	1053091844417118208
1894	Caixa2DoBolsonaro	1053091882123825153
1895	G1	1053091911802720256
1896	Eleições2018	1053091911802720256
1897	Caixa2DoBolsonaro	1053091937560002560
1898	eusouocaixa2	1053091965145899008
1899	Bolsonaro17	1053091969235386368
1900	FolhaMarmitaDoPT	1053091969235386368
1901	CadeAProva	1053091969235386368
1902	Eleições2018	1053091978274062336
1903	G1	1053091978274062336
1904	EleNao	1053091988109754368
1905	Elenunca	1053091988109754368
1906	SomosTodosAtivistaProBolsonaro	1053091995994988544
1907	eusouocaixa2	1053092008095637509
1908	Eleições2018	1053092008414363649
1909	Marmita	1053092013250355201
1910	caixa2dobolsonaro	1053092027146141696
1911	caixa2dobolsonaro	1053092027146141696
1912	caixa2dobolsonaro	1053092027146141696
1913	caixa2dobolsonaro	1053092027146141696
1914	caixa2dobolsonaro	1053092027146141696
1915	MarketeirosDoJair	1053092056908873729
1916	Bolsonaro17	1053092061296103424
1917	Bolsonaro	1053092061296103424
1918	BolsonaroPresidente	1053092061296103424
1919	Bolsonaro2018EuVoto	1053092061296103424
1920	B17	1053092061296103424
1921	G1	1053092061933637632
1922	Eleições2018	1053092061933637632
1923	MarketeirosDoJair	1053092080673792000
1924	G1	1053092114718908416
1925	Bolsolao	1053092119114629121
1926	CensuraDoPT	1053092125313765376
1927	EleSim	1053092158461407234
1928	Caixa2doBolsonaro	1053092168351563776
1929	MarketeirosDoJair	1053092183635623938
1930	BrasilComBolsonaro	1053092193957744640
1931	Caixa2doBolsonaro	1053092203826946048
1932	Caixa2doBolsonaro	1053092218884501504
1933	eusouocaixa2	1053092228950880256
1934	Eleições2018	1053092235980521473
1935	MarketeirosDoJair	1053092238975266816
1936	caixa2dobolsonaro	1053092257967075328
1937	Eleições2018	1053092262119424000
1938	Folha	1053092274635243520
1939	Datafolha	1053092274635243520
1940	Eleições2018	1053092274635243520
1941	MarketeirosDoJair	1053092278053560320
1942	G1	1053092284273754113
1943	Eleições2018	1053092318843207681
1944	marqueteirosdoJair	1053092339433029632
1945	G1	1053092344919179264
1946	G1	1053092350082326533
1947	Caixa2deBolsonaro	1053092351059595265
1948	HaddadPresidente	1053092351059595265
1949	MarketeirosDoJair	1053092355916681218
1950	MarqueteirosDoJair	1053092355916681218
1951	Folha	1053092363227357184
1952	Datafolha	1053092363227357184
1953	Eleições2018	1053092363227357184
1954	FolhaPutinhaDoPT	1053092379740266496
1955	Caixa2doBolsonaro	1053092392516096000
1956	VotoNOpapel	1053092393459896326
1957	RaquelAlienada	1053092393459896326
1958	MulheresComBolsonaro	1053092396580384768
1959	G1	1053092396727197696
1960	G1	1053092405153533952
1961	MarketeirosDoJair	1053092409733718017
1962	MarketeirosDoJair	1053092409658228736
1963	G1	1053092415916163072
1964	eusouocaixa2	1053092430784929792
1965	MarketeirosDoJair	1053092445796339713
1966	Caixa2doBolsonaro	1053092448203874305
1967	Caixa2doBolsonaro	1053092454033956864
1968	G1	1053092464951787520
1969	MarketeirosDoJair	1053092474254753793
1970	MarketeirosDoJair	1053092482257424384
1971	eusouocaixa2	1053092493917597704
1972	eusouocaixa2	1053092543406190592
1973	G1	1053092559164194816
1974	eusouocaixa2	1053092563211743232
1975	MarkeiteirosDoJair	1053092586725040128
1976	CadêAProva	1053092586725040128
1977	MulheresComBolsonaro	1053092586725040128
1978	MarketeirosDoJair	1053092590587953152
1979	G1	1053092596262887424
1980	Eleições2018	1053092596262887424
1981	Bolsonaro17	1053092597269491712
1982	MarqueiteirosDoJair	1053092597269491712
1983	MarqueteirosDoJair	1053092597269491712
1984	FolhaÉPetista	1053092597269491712
1985	Caixa2deBolsonaro	1053092619092398080
1986	eusouocaixa2	1053092627531399168
1987	Caixa2doBolsonaro	1053092669122060288
1988	CadeAProvaFolha	1053092680492707840
1989	QueroDebate	1053092685362446336
1990	MarketeirosDoJair	1053092697135898630
1991	MarketeirosDoJair	1053092702609387520
1992	MarkeiroDoJair	1053092725451579392
1993	G1	1053092729549414400
1994	Caixa2doBolsonaro	1053092745735225345
1995	Bolsolão	1053092754241343488
1996	Caixa2doBolsonaro	1053092759832268801
1997	EUSOUBolsonaro17	1053092763850469377
1998	CadêAProva	1053092773765750785
1999	MarketeirosDoJair	1053092777293201409
2000	SouMulherVotoBolsonaroSim	1053092777997799424
2001	Caixa2DoBolsonaro	1053092781277831169
2002	Caixa2doBolsonaro	1053092782624116736
2003	EuVimDeGracaBabaca	1053092786537459712
2004	Bolsonaro17	1053092786537459712
2005	MarketeirosDoJair	1053092786537459712
2006	Bolsonaro17	1053092805847998464
2007	MarketeirosDoJair	1053092821186629632
2008	MarketeirosDoJair	1053092848214700034
2009	G1	1053092851549175808
2010	bolsolão	1053092855160414208
2011	Caixa2doBolsonaro	1053092875486052352
2012	G1	1053092882876375040
2013	Eleições2018	1053092882876375040
2014	Caixa2doBolsonaro	1053092905206857728
2015	CadêAProva	1053092925184327685
2016	MarketeirosdoJair	1053092930242650112
2017	Euvimdegraça	1053092930242650112
2018	Euvimdegraça	1053092930242650112
2019	eusouocaixa2dobolsonaro	1053092930242650112
2020	PTNÃO	1053092930242650112
2021	Caixa2doBoIsonaro	1053092947669872640
2022	G1	1053092949532332032
2023	Eleições2018	1053092949532332032
2024	B17	1053092955395932165
2025	MarketeirosDoJair	1053092974228393985
2026	Bolsonaro17	1053092974228393985
2027	G1	1053092978439450624
2028	G1SC	1053092978439450624
2029	Haddad1️⃣3️⃣	1053092991718559749
2030	Folha	1053093030335561735
2031	Datafolha	1053093030335561735
2032	Eleições2018	1053093030335561735
2033	Caixa2doBolsonaro	1053093042356449281
2034	MarketeirosdoJair	1053093069627764737
2035	caixa2doBolsolnaro	1053093072257593345
2036	MarketeirosDoJair	1053093073549512704
2037	MarqueteirosDoJair	1053093073549512704
2038	Caixa2doBolsonaro	1053093077357862912
2039	G1	1053093114150301697
2040	G1Rio	1053093114150301697
2041	B17	1053093121767157761
2042	MarketeirosDoJair	1053093121767157761
2043	caixa2doBolsonaro	1053093124149575681
2044	mito	1053093128729706496
2045	G1	1053093128973021185
2046	G1	1053093128973021185
2047	Caixa2doBolsonaro	1053093177341722624
2048	Caixa2doBolsonaro	1053093182202957824
2049	marqueteirosdojair	1053093206513065984
2050	G1	1053093207398064128
2051	G1Rio	1053093207398064128
2052	caixa2doBolsolnaro	1053093223206473730
2053	G1	1053093227572723714
2054	PTNuncaMais	1053093232836575234
2055	Caixa2doBolsonaro	1053093250754592769
2056	G1	1053093261370408960
2057	FolhaPutinhaDoPT	1053093270945968128
2058	MarqueteirosDoJair	1053093270945968128
2059	G1	1053093287932973056
2060	G1SC	1053093287932973056
2061	BolsonaroPresidente17	1053093292123062283
2062	Caixa2doBolsonaro	1053093346439282694
2063	Bolsolao	1053093346439282694
2064	FolhaFakeNews	1053093347458535424
2065	MarketeirosDoJair	1053093367389786114
2066	postedepresidiario	1053093367389786114
2067	caixa2doBolsolnaro	1053093371164659713
2068	forapt	1053093378286649344
2069	ptnuncamais	1053093378286649344
2070	seubabaca	1053093378286649344
2071	G1	1053093386125742080
2072	MarketeirosDoJair	1053093412302393349
2073	MarketeirosDoJair	1053093418728079360
2074	Caixa2doBolsonaro	1053093430686027776
2075	caixa2doBolsolnaro	1053093438600740864
2076	ptnuncamais	1053093463938473985
2077	foraPT	1053093471291092992
2078	G1	1053093476156497920
2079	Caixa2doBolsonaro	1053093479268696065
2080	ZapGate	1053093479268696065
2081	CrimeEleitoral	1053093479268696065
2082	TSEqueremosprovidencias	1053093479268696065
2083	caixa2deBolsonaro	1053093481793708034
2084	Caixa2doBolsonaro	1053093494263291905
2085	FolhaPutinhaDoPT	1053093500168867842
2086	MarketeirosDoJair	1053093500265345024
2087	FicaTemer	1053093559136595970
2088	B171	1053093568624107525
2089	Bolsolão	1053093568624107525
2090	JairCaixa2	1053093573669863424
2091	Caixa2doBolsonaro	1053093573669863424
2092	marketeirosdojair	1053093576144510976
