id	expanded_url	url	display	tweet
7437	https://www1.folha.uol.com.br/poder/2018/10/dono-da-havan-diz-que-nao-banca-campanha-anti-pt-pelo-whatsapp-e-fala-em-processar-a-folha.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/WMJScyoAjq	www1.folha.uol.com.br/poder/2018/10/…	1053215093108936705
7438	https://glo.bo/2NNxgYc	https://t.co/MTtQ0I3Yff	glo.bo/2NNxgYc	1053215116790034432
7439	https://glo.bo/2yOonIk	https://t.co/SXLgE2x30L	glo.bo/2yOonIk	1053215125711269888
7440	https://twitter.com/i/web/status/1053215143486726149	https://t.co/6njLAvtyUy	twitter.com/i/web/status/1…	1053215143486726149
7441	https://twitter.com/i/web/status/1053215144858320896	https://t.co/yvi9qqjEAl	twitter.com/i/web/status/1…	1053215144858320896
7442	https://twitter.com/i/web/status/1053215147911774208	https://t.co/Po4B4BF2K1	twitter.com/i/web/status/1…	1053215147911774208
7443	http://bit.ly/2CTkhmW	https://t.co/f6IP6FtvSf	bit.ly/2CTkhmW	1053215155096576001
7444	https://www1.folha.uol.com.br/poder/2018/10/segundo-turno-tem-que-ser-entre-mim-e-ciro-diz-haddad.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/JuP0PvcU5V	www1.folha.uol.com.br/poder/2018/10/…	1053215160582750208
7445	https://twitter.com/i/web/status/1053215166660296704	https://t.co/jRv6KeYBbm	twitter.com/i/web/status/1…	1053215166660296704
7446	https://twitter.com/i/web/status/1053215173660553216	https://t.co/2kYkOp6ql0	twitter.com/i/web/status/1…	1053215173660553216
7447	https://glo.bo/2Ex8tIq	https://t.co/oZ8y7goZjI	glo.bo/2Ex8tIq	1053215199203876864
7448	https://twitter.com/i/web/status/1053215204807491584	https://t.co/9iftR4IXpj	twitter.com/i/web/status/1…	1053215204807491584
7449	https://painel.blogfolha.uol.com.br/?p=27144?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/eG7wGNYcv7	painel.blogfolha.uol.com.br/?p=27144?utm_s…	1053215208813068288
7450	https://painel.blogfolha.uol.com.br/?p=27144?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/eG7wGNYcv7	painel.blogfolha.uol.com.br/?p=27144?utm_s…	1053215221693718528
7451	https://twitter.com/i/web/status/1053215257047502848	https://t.co/4Bx65I21mQ	twitter.com/i/web/status/1…	1053215257047502848
7452	https://painel.blogfolha.uol.com.br/?p=27127?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/aWnwZzcWDn	painel.blogfolha.uol.com.br/?p=27127?utm_s…	1053215366170796032
7453	https://twitter.com/i/web/status/1053215379244367872	https://t.co/XnFbOB2faN	twitter.com/i/web/status/1…	1053215379244367872
7454	https://glo.bo/2J4hLdx	https://t.co/kXpDklM6K2	glo.bo/2J4hLdx	1053215407035875328
7455	https://www1.folha.uol.com.br/poder/2018/10/bolsonaro-e-visto-como-o-mais-autoritario-e-haddad-o-que-mais-defende-pobres.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/VnkwdlMYLf	www1.folha.uol.com.br/poder/2018/10/…	1053215420726079488
7456	https://glo.bo/2Ex8tIq	https://t.co/oZ8y7goZjI	glo.bo/2Ex8tIq	1053215425583046657
7457	http://bit.ly/2LblHsS	https://t.co/EH2raVAQy5	bit.ly/2LblHsS	1053215433019527168
7458	https://twitter.com/i/web/status/1053215442578432001	https://t.co/mUmhgqNX1d	twitter.com/i/web/status/1…	1053215442578432001
7459	http://bit.ly/2CRZZKh	https://t.co/qsM0j5RFzt	bit.ly/2CRZZKh	1053215446709747712
7460	https://twitter.com/i/web/status/1053215450308509702	https://t.co/WH4ynP3Mim	twitter.com/i/web/status/1…	1053215450308509702
7461	https://www1.folha.uol.com.br/ilustrissima/2018/10/bolsonaro-nunca-se-aprofundou-no-tema-da-seguranca-diz-especialista.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/sf7iJK591i	www1.folha.uol.com.br/ilustrissima/2…	1053215456016957440
7462	https://glo.bo/2JapjuB	https://t.co/IwOKMOwljv	glo.bo/2JapjuB	1053215456373497856
7463	https://twitter.com/i/web/status/1053215464074158080	https://t.co/1O45zwpAYB	twitter.com/i/web/status/1…	1053215464074158080
7464	https://twitter.com/i/web/status/1053215471858827264	https://t.co/hAyzuAkHgW	twitter.com/i/web/status/1…	1053215471858827264
7465	http://bit.ly/2CRZZKh	https://t.co/qsM0j5RFzt	bit.ly/2CRZZKh	1053215498542989312
7466	https://glo.bo/2EyStWC	https://t.co/qWM3QdyVyf	glo.bo/2EyStWC	1053215521204826112
7467	https://glo.bo/2EyStWC	https://t.co/qWM3QdyVyf	glo.bo/2EyStWC	1053215569997107200
7468	https://glo.bo/2Ex8tIq	https://t.co/oZ8y7goZjI	glo.bo/2Ex8tIq	1053215574644408320
7469	https://glo.bo/2EzIU9J	https://t.co/L0D9pJd8OU	glo.bo/2EzIU9J	1053215586736578560
7470	https://twitter.com/i/web/status/1053215604717613061	https://t.co/lP6MP9Jdl4	twitter.com/i/web/status/1…	1053215604717613061
7471	https://twitter.com/i/web/status/1053215621570273280	https://t.co/AEXdoCkfVt	twitter.com/i/web/status/1…	1053215621570273280
7472	http://bit.ly/2CTkhmW	https://t.co/f6IP6FtvSf	bit.ly/2CTkhmW	1053215627404603392
7473	https://twitter.com/i/web/status/1053215639068950528	https://t.co/7tJ51Wmv9o	twitter.com/i/web/status/1…	1053215639068950528
7474	https://glo.bo/2NNxgYc	https://t.co/MTtQ0I3Yff	glo.bo/2NNxgYc	1053215643821137920
7475	https://twitter.com/i/web/status/1053215677920747522	https://t.co/yti1KmnnV7	twitter.com/i/web/status/1…	1053215677920747522
7476	https://glo.bo/2J4GZZj	https://t.co/9JGd0TfHN2	glo.bo/2J4GZZj	1053215692328222720
7477	https://painel.blogfolha.uol.com.br/?p=27144?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/eG7wGNYcv7	painel.blogfolha.uol.com.br/?p=27144?utm_s…	1053215703128514561
7478	https://painel.blogfolha.uol.com.br/?p=27144?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/eG7wGNYcv7	painel.blogfolha.uol.com.br/?p=27144?utm_s…	1053215714423775232
7479	https://twitter.com/i/web/status/1053215732698398722	https://t.co/bgIsD0LFAU	twitter.com/i/web/status/1…	1053215732698398722
7480	https://www1.folha.uol.com.br/ilustrissima/2018/10/bolsonaro-nunca-se-aprofundou-no-tema-da-seguranca-diz-especialista.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/sf7iJK591i	www1.folha.uol.com.br/ilustrissima/2…	1053215813753335809
7481	https://twitter.com/i/web/status/1053215835018420224	https://t.co/RvfSEBf3Gt	twitter.com/i/web/status/1…	1053215835018420224
7482	https://www1.folha.uol.com.br/ilustrissima/2018/10/bolsonaro-nunca-se-aprofundou-no-tema-da-seguranca-diz-especialista.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/sf7iJK591i	www1.folha.uol.com.br/ilustrissima/2…	1053215855440523264
7483	https://twitter.com/guilher12328060/status/1053201339801571328?s=21	https://t.co/WahoTF2K7P	twitter.com/guilher1232806…	1053215866790260736
7484	https://www1.folha.uol.com.br/ilustrissima/2018/10/bolsonaro-nunca-se-aprofundou-no-tema-da-seguranca-diz-especialista.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/sf7iJK591i	www1.folha.uol.com.br/ilustrissima/2…	1053215883265523712
7485	https://twitter.com/i/web/status/1053215905432432640	https://t.co/gf5rGz7kcm	twitter.com/i/web/status/1…	1053215905432432640
7486	http://bit.ly/2CTkhmW	https://t.co/f6IP6FtvSf	bit.ly/2CTkhmW	1053215914760568834
7487	https://twitter.com/i/web/status/1053215930644357120	https://t.co/4iqa5P7C10	twitter.com/i/web/status/1…	1053215930644357120
7488	https://www1.folha.uol.com.br/poder/2018/10/bolsonaro-e-visto-como-o-mais-autoritario-e-haddad-o-que-mais-defende-pobres.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/VnkwdlMYLf	www1.folha.uol.com.br/poder/2018/10/…	1053215951691366400
7489	https://www1.folha.uol.com.br/poder/2018/10/modelo-emergente-faz-brasileiro-preferir-candidato-com-imagem-de-defensor-de-ricos.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/xBoI1i10lc	www1.folha.uol.com.br/poder/2018/10/…	1053215967713615872
7490	https://twitter.com/marcel_rc/status/1053099399289729025?s=19	https://t.co/XbcP5PXtAY	twitter.com/marcel_rc/stat…	1053215968611196929
7491	https://painel.blogfolha.uol.com.br/?p=27144?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/eG7wGNYcv7	painel.blogfolha.uol.com.br/?p=27144?utm_s…	1053215980627861504
7492	http://bit.ly/2CTkhmW	https://t.co/f6IP6FtvSf	bit.ly/2CTkhmW	1053215981760401408
7493	https://twitter.com/i/web/status/1053215982628552704	https://t.co/Zu62rUSTmh	twitter.com/i/web/status/1…	1053215982628552704
7494	https://painel.blogfolha.uol.com.br/?p=27144?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/eG7wGNYcv7	painel.blogfolha.uol.com.br/?p=27144?utm_s…	1053215992678154240
7495	http://bit.ly/2CRZZKh	https://t.co/qsM0j5RFzt	bit.ly/2CRZZKh	1053215999800107008
