id	tweet	id_user	name	screen_name
17978	1053146447972130817	8802752	G1	g1
17979	1053146462677319680	14594813	Folha de S.Paulo	folha
17980	1053146488409333762	14594813	Folha de S.Paulo	folha
17981	1053146507925512192	14594813	Folha de S.Paulo	folha
17982	1053146515332628486	9317502	Estadão	Estadao
17983	1053146530310483969	14594813	Folha de S.Paulo	folha
17984	1053146549344264193	14594813	Folha de S.Paulo	folha
17985	1053146550690631681	14594813	Folha de S.Paulo	folha
17986	1053146551948840960	9317502	Estadão	Estadao
17987	1053146551948840960	1527684900	Lula tá preso ô babaca ™	AcordouAcordou
17988	1053146551948840960	76369002	Política Estadão	EstadaoPolitica
17989	1053146554654253057	9317502	Estadão	Estadao
17990	1053146554654253057	78140369	Cultura Estadão	EstadaoCultura
17991	1053146561935564806	14594813	Folha de S.Paulo	folha
17992	1053146588594495488	14594813	Folha de S.Paulo	folha
17993	1053146594244210693	14594813	Folha de S.Paulo	folha
17994	1053146594441396229	14594813	Folha de S.Paulo	folha
17995	1053146600565022722	14594813	Folha de S.Paulo	folha
17996	1053146600565022722	14594813	Folha de S.Paulo	folha
17997	1053146602070794241	9317502	Estadão	Estadao
17998	1053146602070794241	793167725925376001	esportefera	esportefera
17999	1053146627362508800	14594813	Folha de S.Paulo	folha
18000	1053146658442219520	14594813	Folha de S.Paulo	folha
18001	1053146658442219520	64706049	João Doria	jdoriajr
18002	1053146659625099264	8802752	G1	g1
18003	1053146679111749632	14594813	Folha de S.Paulo	folha
18004	1053146686024007680	8802752	G1	g1
18005	1053146694202867712	14594813	Folha de S.Paulo	folha
18006	1053146715203792896	14594813	Folha de S.Paulo	folha
18007	1053146717388976128	14594813	Folha de S.Paulo	folha
